Lesion ID | Total Images | Image IDs
HAM_0005896  | 2            | ISIC_0027735, ISIC_0024814
HAM_0005415  | 2            | ISIC_0029102, ISIC_0027154
HAM_0006853  | 2            | ISIC_0031143, ISIC_0031863
HAM_0006899  | 2            | ISIC_0025128, ISIC_0025550
HAM_0006896  | 2            | ISIC_0027387, ISIC_0024911
HAM_0006889  | 2            | ISIC_0031197, ISIC_0031270
HAM_0006887  | 2            | ISIC_0031993, ISIC_0029500
HAM_0006883  | 2            | ISIC_0033242, ISIC_0032619
HAM_0006875  | 2            | ISIC_0026575, ISIC_0030586
HAM_0006873  | 2            | ISIC_0033637, ISIC_0033566
HAM_0006872  | 2            | ISIC_0030514, ISIC_0024345
HAM_0006861  | 2            | ISIC_0031216, ISIC_0031769
HAM_0006856  | 2            | ISIC_0025909, ISIC_0028831
HAM_0006852  | 2            | ISIC_0032715, ISIC_0033991
HAM_0006514  | 2            | ISIC_0029160, ISIC_0026559
HAM_0006837  | 2            | ISIC_0031674, ISIC_0025834
HAM_0006835  | 2            | ISIC_0031594, ISIC_0026577
HAM_0006834  | 2            | ISIC_0029193, ISIC_0027526
HAM_0006826  | 2            | ISIC_0025129, ISIC_0027049
HAM_0006824  | 2            | ISIC_0032958, ISIC_0033538
HAM_0006822  | 2            | ISIC_0030859, ISIC_0030350
HAM_0006821  | 2            | ISIC_0030260, ISIC_0027535
HAM_0006813  | 2            | ISIC_0033167, ISIC_0033937
HAM_0006803  | 2            | ISIC_0032400, ISIC_0024545
HAM_0006800  | 2            | ISIC_0029747, ISIC_0030778
HAM_0006900  | 2            | ISIC_0031118, ISIC_0030080
HAM_0006904  | 2            | ISIC_0027281, ISIC_0027291
HAM_0006905  | 2            | ISIC_0030451, ISIC_0030674
HAM_0006908  | 2            | ISIC_0025904, ISIC_0032450
HAM_0007043  | 2            | ISIC_0029135, ISIC_0029947
HAM_0007021  | 2            | ISIC_0033477, ISIC_0034092
HAM_0007020  | 2            | ISIC_0031719, ISIC_0030070
HAM_0007018  | 2            | ISIC_0027006, ISIC_0029596
HAM_0007010  | 2            | ISIC_0031691, ISIC_0025419
HAM_0007009  | 2            | ISIC_0032384, ISIC_0027146
HAM_0007008  | 2            | ISIC_0031292, ISIC_0030036
HAM_0007003  | 2            | ISIC_0032363, ISIC_0025638
HAM_0007002  | 2            | ISIC_0027433, ISIC_0029515
HAM_0006993  | 2            | ISIC_0029206, ISIC_0030310
HAM_0006974  | 2            | ISIC_0026541, ISIC_0031281
HAM_0006967  | 2            | ISIC_0026295, ISIC_0030019
HAM_0006964  | 2            | ISIC_0027163, ISIC_0029642
HAM_0006947  | 2            | ISIC_0031662, ISIC_0032109
HAM_0006942  | 2            | ISIC_0032430, ISIC_0027573
HAM_0006936  | 2            | ISIC_0031829, ISIC_0027729
HAM_0006923  | 2            | ISIC_0032656, ISIC_0032592
HAM_0006916  | 2            | ISIC_0026618, ISIC_0026670
HAM_0006914  | 2            | ISIC_0027462, ISIC_0025254
HAM_0006913  | 2            | ISIC_0031602, ISIC_0024683
HAM_0006910  | 2            | ISIC_0028504, ISIC_0029862
HAM_0006782  | 2            | ISIC_0032886, ISIC_0032581
HAM_0006770  | 2            | ISIC_0028309, ISIC_0027905
HAM_0006765  | 2            | ISIC_0032302, ISIC_0029352
HAM_0006629  | 2            | ISIC_0027086, ISIC_0025689
HAM_0006622  | 2            | ISIC_0026072, ISIC_0025939
HAM_0006618  | 2            | ISIC_0028804, ISIC_0032191
HAM_0006617  | 2            | ISIC_0028163, ISIC_0024669
HAM_0006610  | 2            | ISIC_0034008, ISIC_0033250
HAM_0006608  | 2            | ISIC_0027827, ISIC_0025491
HAM_0006605  | 2            | ISIC_0026055, ISIC_0027645
HAM_0006600  | 2            | ISIC_0028891, ISIC_0032018
HAM_0006599  | 2            | ISIC_0025141, ISIC_0026660
HAM_0006596  | 2            | ISIC_0031081, ISIC_0027005
HAM_0006586  | 2            | ISIC_0034123, ISIC_0034026
HAM_0006574  | 2            | ISIC_0030698, ISIC_0025567
HAM_0006566  | 2            | ISIC_0033569, ISIC_0032535
HAM_0006564  | 2            | ISIC_0031971, ISIC_0031721
HAM_0006558  | 2            | ISIC_0032304, ISIC_0031639
HAM_0006554  | 2            | ISIC_0030299, ISIC_0028866
HAM_0006553  | 2            | ISIC_0026942, ISIC_0030410
HAM_0006551  | 2            | ISIC_0030336, ISIC_0027970
HAM_0006540  | 2            | ISIC_0033344, ISIC_0032988
HAM_0006524  | 2            | ISIC_0031228, ISIC_0024763
HAM_0006522  | 2            | ISIC_0026369, ISIC_0030521
HAM_0006521  | 2            | ISIC_0025155, ISIC_0031557
HAM_0006623  | 2            | ISIC_0033404, ISIC_0033478
HAM_0006631  | 2            | ISIC_0027814, ISIC_0031651
HAM_0006764  | 2            | ISIC_0024647, ISIC_0027590
HAM_0006634  | 2            | ISIC_0033227, ISIC_0033365
HAM_0006757  | 2            | ISIC_0027271, ISIC_0024497
HAM_0006756  | 2            | ISIC_0029592, ISIC_0026037
HAM_0006748  | 2            | ISIC_0027210, ISIC_0025924
HAM_0006747  | 2            | ISIC_0029254, ISIC_0029223
HAM_0006742  | 2            | ISIC_0027031, ISIC_0024813
HAM_0006739  | 2            | ISIC_0028901, ISIC_0032098
HAM_0006738  | 2            | ISIC_0029653, ISIC_0029374
HAM_0006735  | 2            | ISIC_0029615, ISIC_0030432
HAM_0006725  | 2            | ISIC_0031107, ISIC_0026022
HAM_0006723  | 2            | ISIC_0026365, ISIC_0030988
HAM_0006722  | 2            | ISIC_0030443, ISIC_0031499
HAM_0006720  | 2            | ISIC_0024725, ISIC_0031259
HAM_0006711  | 2            | ISIC_0029986, ISIC_0027010
HAM_0006699  | 2            | ISIC_0024571, ISIC_0029893
HAM_0006692  | 2            | ISIC_0029163, ISIC_0029630
HAM_0006673  | 2            | ISIC_0033199, ISIC_0032719
HAM_0006663  | 2            | ISIC_0033482, ISIC_0033201
HAM_0006652  | 2            | ISIC_0030123, ISIC_0031945
HAM_0006645  | 2            | ISIC_0024818, ISIC_0031595
HAM_0006637  | 2            | ISIC_0033435, ISIC_0034016
HAM_0006635  | 2            | ISIC_0029884, ISIC_0028900
HAM_0007046  | 2            | ISIC_0027401, ISIC_0028637
HAM_0007047  | 2            | ISIC_0025957, ISIC_0025605
HAM_0007049  | 2            | ISIC_0028216, ISIC_0028179
HAM_0007513  | 2            | ISIC_0025297, ISIC_0024676
HAM_0007510  | 2            | ISIC_0025587, ISIC_0027382
HAM_0007500  | 2            | ISIC_0027435, ISIC_0028180
HAM_0007498  | 2            | ISIC_0025546, ISIC_0028156
HAM_0007494  | 2            | ISIC_0033136, ISIC_0033215
HAM_0007488  | 2            | ISIC_0029157, ISIC_0024952
HAM_0007484  | 2            | ISIC_0031750, ISIC_0030710
HAM_0007483  | 2            | ISIC_0032942, ISIC_0032628
HAM_0007477  | 2            | ISIC_0032007, ISIC_0025950
HAM_0007476  | 2            | ISIC_0025108, ISIC_0029296
HAM_0007471  | 2            | ISIC_0033483, ISIC_0032536
HAM_0007468  | 2            | ISIC_0024831, ISIC_0026869
HAM_0007464  | 2            | ISIC_0028371, ISIC_0030063
HAM_0007462  | 2            | ISIC_0032633, ISIC_0034298
HAM_0007448  | 2            | ISIC_0032475, ISIC_0032294
HAM_0007445  | 2            | ISIC_0024734, ISIC_0027012
HAM_0007437  | 2            | ISIC_0032020, ISIC_0024745
HAM_0007428  | 2            | ISIC_0031762, ISIC_0028106
HAM_0007426  | 2            | ISIC_0027034, ISIC_0031887
HAM_0007425  | 2            | ISIC_0025823, ISIC_0027458
HAM_0007418  | 2            | ISIC_0031372, ISIC_0026313
HAM_0007410  | 2            | ISIC_0029962, ISIC_0031457
HAM_0007511  | 2            | ISIC_0024630, ISIC_0024333
HAM_0007516  | 2            | ISIC_0024441, ISIC_0024998
HAM_0007390  | 2            | ISIC_0027043, ISIC_0027174
HAM_0007519  | 2            | ISIC_0032865, ISIC_0033726
HAM_0007625  | 2            | ISIC_0033736, ISIC_0033378
HAM_0007621  | 2            | ISIC_0024626, ISIC_0031321
HAM_0007620  | 2            | ISIC_0030089, ISIC_0027616
HAM_0007617  | 2            | ISIC_0024875, ISIC_0026950
HAM_0007614  | 2            | ISIC_0029514, ISIC_0027672
HAM_0007606  | 2            | ISIC_0027907, ISIC_0025870
HAM_0007596  | 2            | ISIC_0033223, ISIC_0032764
HAM_0007590  | 2            | ISIC_0031528, ISIC_0028615
HAM_0007579  | 2            | ISIC_0029402, ISIC_0027571
HAM_0007571  | 2            | ISIC_0029836, ISIC_0032129
HAM_0007566  | 2            | ISIC_0030479, ISIC_0028834
HAM_0007562  | 2            | ISIC_0033671, ISIC_0033711
HAM_0007560  | 2            | ISIC_0026892, ISIC_0024987
HAM_0007553  | 2            | ISIC_0031676, ISIC_0032151
HAM_0007548  | 2            | ISIC_0030406, ISIC_0026633
HAM_0007543  | 2            | ISIC_0024519, ISIC_0026676
HAM_0007538  | 2            | ISIC_0031941, ISIC_0024315
HAM_0007533  | 2            | ISIC_0033463, ISIC_0033757
HAM_0007530  | 2            | ISIC_0024918, ISIC_0024410
HAM_0007526  | 2            | ISIC_0030244, ISIC_0031827
HAM_0007522  | 2            | ISIC_0028026, ISIC_0027904
HAM_0007402  | 2            | ISIC_0034003, ISIC_0033079
HAM_0007384  | 2            | ISIC_0033410, ISIC_0032725
HAM_0007051  | 2            | ISIC_0031002, ISIC_0025668
HAM_0007180  | 2            | ISIC_0032726, ISIC_0033272
HAM_0007178  | 2            | ISIC_0027922, ISIC_0025184
HAM_0007171  | 2            | ISIC_0029913, ISIC_0026909
HAM_0007169  | 2            | ISIC_0033433, ISIC_0032934
HAM_0007165  | 2            | ISIC_0029547, ISIC_0026622
HAM_0007163  | 2            | ISIC_0033268, ISIC_0032750
HAM_0007148  | 2            | ISIC_0032858, ISIC_0033965
HAM_0007141  | 2            | ISIC_0029230, ISIC_0031513
HAM_0007139  | 2            | ISIC_0029342, ISIC_0028577
HAM_0007138  | 2            | ISIC_0028823, ISIC_0031501
HAM_0007133  | 2            | ISIC_0027490, ISIC_0029597
HAM_0007125  | 2            | ISIC_0025016, ISIC_0029147
HAM_0007124  | 2            | ISIC_0032707, ISIC_0034311
HAM_0007123  | 2            | ISIC_0025672, ISIC_0030664
HAM_0007122  | 2            | ISIC_0025816, ISIC_0028399
HAM_0007112  | 2            | ISIC_0027757, ISIC_0026819
HAM_0007102  | 2            | ISIC_0030031, ISIC_0028655
HAM_0007075  | 2            | ISIC_0025463, ISIC_0032195
HAM_0007069  | 2            | ISIC_0029355, ISIC_0031209
HAM_0007058  | 2            | ISIC_0029786, ISIC_0027642
HAM_0007054  | 2            | ISIC_0024482, ISIC_0025413
HAM_0007052  | 2            | ISIC_0032752, ISIC_0033794
HAM_0007179  | 2            | ISIC_0025906, ISIC_0027151
HAM_0007189  | 2            | ISIC_0027878, ISIC_0032055
HAM_0007381  | 2            | ISIC_0027083, ISIC_0029778
HAM_0007196  | 2            | ISIC_0027432, ISIC_0024907
HAM_0007374  | 2            | ISIC_0031583, ISIC_0025730
HAM_0007373  | 2            | ISIC_0024869, ISIC_0024723
HAM_0007356  | 2            | ISIC_0025335, ISIC_0025869
HAM_0007355  | 2            | ISIC_0024705, ISIC_0026803
HAM_0007350  | 2            | ISIC_0031202, ISIC_0030892
HAM_0007335  | 2            | ISIC_0034299, ISIC_0032808
HAM_0007332  | 2            | ISIC_0027780, ISIC_0026481
HAM_0007315  | 2            | ISIC_0026249, ISIC_0031218
HAM_0007313  | 2            | ISIC_0025299, ISIC_0028739
HAM_0007311  | 2            | ISIC_0030640, ISIC_0026367
HAM_0007310  | 2            | ISIC_0026120, ISIC_0028412
HAM_0007278  | 2            | ISIC_0025009, ISIC_0032300
HAM_0007262  | 2            | ISIC_0025932, ISIC_0028747
HAM_0007255  | 2            | ISIC_0026519, ISIC_0030672
HAM_0007249  | 2            | ISIC_0025789, ISIC_0028509
HAM_0007242  | 2            | ISIC_0026774, ISIC_0030047
HAM_0007239  | 2            | ISIC_0025252, ISIC_0027143
HAM_0007238  | 2            | ISIC_0031494, ISIC_0028306
HAM_0007227  | 2            | ISIC_0024973, ISIC_0029891
HAM_0007225  | 2            | ISIC_0032247, ISIC_0031429
HAM_0007202  | 2            | ISIC_0027898, ISIC_0026726
HAM_0006517  | 2            | ISIC_0032672, ISIC_0034076
HAM_0006512  | 2            | ISIC_0030140, ISIC_0027614
HAM_0005421  | 2            | ISIC_0031970, ISIC_0028060
HAM_0005752  | 2            | ISIC_0028317, ISIC_0031013
HAM_0005804  | 2            | ISIC_0026275, ISIC_0024573
HAM_0005801  | 2            | ISIC_0029413, ISIC_0029576
HAM_0005794  | 2            | ISIC_0027574, ISIC_0030058
HAM_0005790  | 2            | ISIC_0024672, ISIC_0024547
HAM_0005785  | 2            | ISIC_0028489, ISIC_0026236
HAM_0005777  | 2            | ISIC_0033325, ISIC_0034208
HAM_0005776  | 2            | ISIC_0028238, ISIC_0029755
HAM_0005772  | 2            | ISIC_0031159, ISIC_0031017
HAM_0005760  | 2            | ISIC_0032621, ISIC_0033328
HAM_0005758  | 2            | ISIC_0033286, ISIC_0032586
HAM_0005750  | 2            | ISIC_0029733, ISIC_0030923
HAM_0006484  | 2            | ISIC_0028527, ISIC_0027244
HAM_0005749  | 2            | ISIC_0033246, ISIC_0032843
HAM_0005747  | 2            | ISIC_0027105, ISIC_0027502
HAM_0005746  | 2            | ISIC_0030083, ISIC_0030002
HAM_0005745  | 2            | ISIC_0030873, ISIC_0028447
HAM_0005742  | 2            | ISIC_0027651, ISIC_0030014
HAM_0005730  | 2            | ISIC_0031710, ISIC_0028923
HAM_0005724  | 2            | ISIC_0024805, ISIC_0030032
HAM_0005720  | 2            | ISIC_0027714, ISIC_0030585
HAM_0005719  | 2            | ISIC_0029562, ISIC_0029453
HAM_0005715  | 2            | ISIC_0032519, ISIC_0034090
HAM_0005809  | 2            | ISIC_0034107, ISIC_0033368
HAM_0005814  | 2            | ISIC_0033110, ISIC_0032701
HAM_0005817  | 2            | ISIC_0028384, ISIC_0030155
HAM_0005828  | 2            | ISIC_0026554, ISIC_0031085
HAM_0005953  | 2            | ISIC_0033534, ISIC_0032626
HAM_0005947  | 2            | ISIC_0027998, ISIC_0028079
HAM_0005935  | 2            | ISIC_0028254, ISIC_0026679
HAM_0005924  | 2            | ISIC_0030953, ISIC_0025196
HAM_0005921  | 2            | ISIC_0029034, ISIC_0030800
HAM_0005914  | 2            | ISIC_0028884, ISIC_0028785
HAM_0005911  | 2            | ISIC_0028127, ISIC_0030165
HAM_0005898  | 2            | ISIC_0033553, ISIC_0033401
HAM_0004375  | 2            | ISIC_0034278, ISIC_0033102
HAM_0005887  | 2            | ISIC_0033221, ISIC_0033340
HAM_0005886  | 2            | ISIC_0029982, ISIC_0031622
HAM_0005880  | 2            | ISIC_0025541, ISIC_0025117
HAM_0005879  | 2            | ISIC_0026084, ISIC_0025262
HAM_0005878  | 2            | ISIC_0033450, ISIC_0033254
HAM_0005869  | 2            | ISIC_0029249, ISIC_0030822
HAM_0005865  | 2            | ISIC_0030731, ISIC_0031522
HAM_0005861  | 2            | ISIC_0031344, ISIC_0028346
HAM_0005859  | 2            | ISIC_0030829, ISIC_0025367
HAM_0005856  | 2            | ISIC_0024984, ISIC_0029857
HAM_0005848  | 2            | ISIC_0025517, ISIC_0030553
HAM_0005829  | 2            | ISIC_0030589, ISIC_0030091
HAM_0005713  | 2            | ISIC_0028714, ISIC_0030956
HAM_0005705  | 2            | ISIC_0024654, ISIC_0031430
HAM_0005697  | 2            | ISIC_0027253, ISIC_0032046
HAM_0005588  | 2            | ISIC_0025219, ISIC_0026458
HAM_0005581  | 2            | ISIC_0033337, ISIC_0033594
HAM_0005579  | 2            | ISIC_0029309, ISIC_0028393
HAM_0005561  | 2            | ISIC_0028961, ISIC_0031080
HAM_0005558  | 2            | ISIC_0030812, ISIC_0029802
HAM_0005557  | 2            | ISIC_0030119, ISIC_0028215
HAM_0005545  | 2            | ISIC_0033947, ISIC_0033881
HAM_0005537  | 2            | ISIC_0028643, ISIC_0024657
HAM_0005535  | 2            | ISIC_0029632, ISIC_0025391
HAM_0005531  | 2            | ISIC_0028477, ISIC_0024577
HAM_0005530  | 2            | ISIC_0024360, ISIC_0029899
HAM_0005522  | 2            | ISIC_0032379, ISIC_0029368
HAM_0005519  | 2            | ISIC_0026215, ISIC_0032029
HAM_0005504  | 2            | ISIC_0032433, ISIC_0027480
HAM_0005480  | 2            | ISIC_0026149, ISIC_0025992
HAM_0005478  | 2            | ISIC_0032741, ISIC_0033301
HAM_0005469  | 2            | ISIC_0030271, ISIC_0026643
HAM_0005463  | 2            | ISIC_0032315, ISIC_0028411
HAM_0005450  | 2            | ISIC_0029286, ISIC_0030176
HAM_0005447  | 2            | ISIC_0027427, ISIC_0026389
HAM_0005442  | 2            | ISIC_0034197, ISIC_0034057
HAM_0005429  | 2            | ISIC_0029452, ISIC_0028261
HAM_0005584  | 2            | ISIC_0032613, ISIC_0033256
HAM_0005594  | 2            | ISIC_0033703, ISIC_0034245
HAM_0005696  | 2            | ISIC_0028014, ISIC_0025499
HAM_0005609  | 2            | ISIC_0025847, ISIC_0025958
HAM_0005689  | 2            | ISIC_0034229, ISIC_0028066
HAM_0005686  | 2            | ISIC_0033745, ISIC_0033112
HAM_0005684  | 2            | ISIC_0027613, ISIC_0032468
HAM_0005678  | 2            | ISIC_0031023, ISIC_0028086
HAM_0005673  | 2            | ISIC_0033487, ISIC_0033995
HAM_0005672  | 2            | ISIC_0030806, ISIC_0028388
HAM_0005670  | 2            | ISIC_0028648, ISIC_0030253
HAM_0005666  | 2            | ISIC_0028355, ISIC_0025171
HAM_0005665  | 2            | ISIC_0028973, ISIC_0029082
HAM_0005664  | 2            | ISIC_0029001, ISIC_0028016
HAM_0005663  | 2            | ISIC_0026417, ISIC_0028735
HAM_0005651  | 2            | ISIC_0028863, ISIC_0030126
HAM_0005650  | 2            | ISIC_0024522, ISIC_0030387
HAM_0005642  | 2            | ISIC_0027659, ISIC_0030223
HAM_0005641  | 2            | ISIC_0033916, ISIC_0032554
HAM_0005632  | 2            | ISIC_0029232, ISIC_0025470
HAM_0005631  | 2            | ISIC_0024439, ISIC_0025492
HAM_0005627  | 2            | ISIC_0033607, ISIC_0033568
HAM_0005624  | 2            | ISIC_0030760, ISIC_0028565
HAM_0005611  | 2            | ISIC_0025850, ISIC_0029187
HAM_0005610  | 2            | ISIC_0027608, ISIC_0025312
HAM_0005960  | 2            | ISIC_0030358, ISIC_0028632
HAM_0005966  | 2            | ISIC_0025902, ISIC_0030704
HAM_0005967  | 2            | ISIC_0032395, ISIC_0032031
HAM_0006359  | 2            | ISIC_0028385, ISIC_0027403
HAM_0006352  | 2            | ISIC_0025341, ISIC_0028993
HAM_0006351  | 2            | ISIC_0030766, ISIC_0027117
HAM_0006347  | 2            | ISIC_0027444, ISIC_0025702
HAM_0006346  | 2            | ISIC_0026280, ISIC_0027811
HAM_0006329  | 2            | ISIC_0032758, ISIC_0033939
HAM_0006327  | 2            | ISIC_0028237, ISIC_0029585
HAM_0006312  | 2            | ISIC_0025631, ISIC_0031337
HAM_0006303  | 2            | ISIC_0026911, ISIC_0030464
HAM_0006284  | 2            | ISIC_0033769, ISIC_0032904
HAM_0006283  | 2            | ISIC_0032273, ISIC_0027924
HAM_0006281  | 2            | ISIC_0033507, ISIC_0033791
HAM_0006273  | 2            | ISIC_0028571, ISIC_0031573
HAM_0006267  | 2            | ISIC_0032358, ISIC_0031200
HAM_0006262  | 2            | ISIC_0027211, ISIC_0030900
HAM_0006253  | 2            | ISIC_0030171, ISIC_0028291
HAM_0006252  | 2            | ISIC_0024646, ISIC_0026040
HAM_0006244  | 2            | ISIC_0027197, ISIC_0027627
HAM_0006223  | 2            | ISIC_0032287, ISIC_0025791
HAM_0006221  | 2            | ISIC_0028195, ISIC_0025300
HAM_0006220  | 2            | ISIC_0024470, ISIC_0028517
HAM_0006214  | 2            | ISIC_0031189, ISIC_0032190
HAM_0006358  | 2            | ISIC_0027549, ISIC_0025581
HAM_0006379  | 2            | ISIC_0033990, ISIC_0032937
HAM_0006201  | 2            | ISIC_0024420, ISIC_0030801
HAM_0006387  | 2            | ISIC_0026831, ISIC_0032482
HAM_0006482  | 2            | ISIC_0028372, ISIC_0027506
HAM_0006481  | 2            | ISIC_0027753, ISIC_0026492
HAM_0006478  | 2            | ISIC_0025210, ISIC_0026372
HAM_0006472  | 2            | ISIC_0027394, ISIC_0029032
HAM_0006464  | 2            | ISIC_0025424, ISIC_0027503
HAM_0006462  | 2            | ISIC_0033520, ISIC_0034028
HAM_0006458  | 2            | ISIC_0029221, ISIC_0027578
HAM_0006457  | 2            | ISIC_0027987, ISIC_0032257
HAM_0006439  | 2            | ISIC_0028423, ISIC_0025621
HAM_0006435  | 2            | ISIC_0034071, ISIC_0033573
HAM_0006433  | 2            | ISIC_0029370, ISIC_0031958
HAM_0006430  | 2            | ISIC_0031984, ISIC_0026487
HAM_0006426  | 2            | ISIC_0033559, ISIC_0032922
HAM_0006423  | 2            | ISIC_0028685, ISIC_0028352
HAM_0006420  | 2            | ISIC_0029905, ISIC_0031074
HAM_0006418  | 2            | ISIC_0033787, ISIC_0033599
HAM_0006411  | 2            | ISIC_0027140, ISIC_0031322
HAM_0006409  | 2            | ISIC_0030620, ISIC_0028987
HAM_0006397  | 2            | ISIC_0029475, ISIC_0029894
HAM_0006396  | 2            | ISIC_0033015, ISIC_0033928
HAM_0006389  | 2            | ISIC_0027738, ISIC_0031518
HAM_0006205  | 2            | ISIC_0031121, ISIC_0032034
HAM_0006197  | 2            | ISIC_0028332, ISIC_0032334
HAM_0005968  | 2            | ISIC_0024758, ISIC_0027355
HAM_0006097  | 2            | ISIC_0027306, ISIC_0034253
HAM_0006078  | 2            | ISIC_0033013, ISIC_0032809
HAM_0006074  | 2            | ISIC_0034252, ISIC_0033829
HAM_0006064  | 2            | ISIC_0032111, ISIC_0031132
HAM_0006047  | 2            | ISIC_0026321, ISIC_0025467
HAM_0006041  | 2            | ISIC_0029313, ISIC_0030508
HAM_0006037  | 2            | ISIC_0028082, ISIC_0026571
HAM_0006032  | 2            | ISIC_0028791, ISIC_0027501
HAM_0006030  | 2            | ISIC_0031142, ISIC_0024618
HAM_0006024  | 2            | ISIC_0029830, ISIC_0027884
HAM_0006018  | 2            | ISIC_0033642, ISIC_0033486
HAM_0006011  | 2            | ISIC_0034012, ISIC_0034150
HAM_0006009  | 2            | ISIC_0026174, ISIC_0027279
HAM_0006006  | 2            | ISIC_0028847, ISIC_0024961
HAM_0006003  | 2            | ISIC_0032827, ISIC_0033022
HAM_0005998  | 2            | ISIC_0027058, ISIC_0030114
HAM_0005997  | 2            | ISIC_0034108, ISIC_0033740
HAM_0005994  | 2            | ISIC_0029975, ISIC_0031042
HAM_0005987  | 2            | ISIC_0029993, ISIC_0026741
HAM_0005982  | 2            | ISIC_0031442, ISIC_0026766
HAM_0005981  | 2            | ISIC_0028486, ISIC_0027371
HAM_0005972  | 2            | ISIC_0033585, ISIC_0033319
HAM_0006094  | 2            | ISIC_0026998, ISIC_0032218
HAM_0006099  | 2            | ISIC_0026311, ISIC_0029270
HAM_0006188  | 2            | ISIC_0024330, ISIC_0027188
HAM_0006101  | 2            | ISIC_0033872, ISIC_0032617
HAM_0006187  | 2            | ISIC_0028214, ISIC_0025453
HAM_0006186  | 2            | ISIC_0029320, ISIC_0029427
HAM_0006185  | 2            | ISIC_0032309, ISIC_0028759
HAM_0006184  | 2            | ISIC_0033024, ISIC_0034134
HAM_0006181  | 2            | ISIC_0026961, ISIC_0030849
HAM_0006174  | 2            | ISIC_0032233, ISIC_0028116
HAM_0006173  | 2            | ISIC_0031961, ISIC_0032445
HAM_0006171  | 2            | ISIC_0026131, ISIC_0025663
HAM_0006154  | 2            | ISIC_0030592, ISIC_0030082
HAM_0006152  | 2            | ISIC_0027238, ISIC_0029571
HAM_0006150  | 2            | ISIC_0031404, ISIC_0026569
HAM_0006146  | 2            | ISIC_0030429, ISIC_0028159
HAM_0006145  | 2            | ISIC_0031713, ISIC_0032027
HAM_0006129  | 2            | ISIC_0029560, ISIC_0027849
HAM_0006128  | 2            | ISIC_0028701, ISIC_0031770
HAM_0006126  | 2            | ISIC_0027821, ISIC_0027715
HAM_0006120  | 2            | ISIC_0028684, ISIC_0025372
HAM_0006118  | 2            | ISIC_0026429, ISIC_0028400
HAM_0006111  | 2            | ISIC_0030138, ISIC_0032185
HAM_0006108  | 2            | ISIC_0027284, ISIC_0024697
HAM_0006104  | 2            | ISIC_0026323, ISIC_0030663
HAM_0004380  | 2            | ISIC_0026251, ISIC_0029072
HAM_0003723  | 2            | ISIC_0025742, ISIC_0032141
HAM_0004372  | 2            | ISIC_0026964, ISIC_0030167
HAM_0001456  | 2            | ISIC_0025835, ISIC_0030828
HAM_0001536  | 2            | ISIC_0031449, ISIC_0026842
HAM_0001531  | 2            | ISIC_0024951, ISIC_0030106
HAM_0001529  | 2            | ISIC_0025103, ISIC_0025710
HAM_0001528  | 2            | ISIC_0025601, ISIC_0032461
HAM_0001498  | 2            | ISIC_0027523, ISIC_0028531
HAM_0001497  | 2            | ISIC_0026608, ISIC_0030334
HAM_0001480  | 2            | ISIC_0031753, ISIC_0026835
HAM_0001479  | 2            | ISIC_0026329, ISIC_0024784
HAM_0001469  | 2            | ISIC_0029289, ISIC_0029912
HAM_0001466  | 2            | ISIC_0031633, ISIC_0027850
HAM_0001455  | 2            | ISIC_0032405, ISIC_0031933
HAM_0001547  | 2            | ISIC_0034209, ISIC_0034297
HAM_0001454  | 2            | ISIC_0027466, ISIC_0031045
HAM_0001444  | 2            | ISIC_0026352, ISIC_0024688
HAM_0001437  | 2            | ISIC_0033314, ISIC_0033580
HAM_0001434  | 2            | ISIC_0031009, ISIC_0028568
HAM_0001424  | 2            | ISIC_0031318, ISIC_0031470
HAM_0001417  | 2            | ISIC_0032382, ISIC_0027533
HAM_0001415  | 2            | ISIC_0032222, ISIC_0025019
HAM_0001412  | 2            | ISIC_0033834, ISIC_0033678
HAM_0001410  | 2            | ISIC_0029143, ISIC_0024830
HAM_0001406  | 2            | ISIC_0026592, ISIC_0030914
HAM_0001541  | 2            | ISIC_0026218, ISIC_0028766
HAM_0001552  | 2            | ISIC_0030981, ISIC_0025899
HAM_0001390  | 2            | ISIC_0027920, ISIC_0024411
HAM_0001604  | 2            | ISIC_0025458, ISIC_0024664
HAM_0001665  | 2            | ISIC_0027957, ISIC_0031212
HAM_0001647  | 2            | ISIC_0033730, ISIC_0032975
HAM_0001645  | 2            | ISIC_0032601, ISIC_0032878
HAM_0001633  | 2            | ISIC_0028618, ISIC_0031488
HAM_0001623  | 2            | ISIC_0029488, ISIC_0027099
HAM_0001616  | 2            | ISIC_0029669, ISIC_0031169
HAM_0001613  | 2            | ISIC_0033542, ISIC_0032748
HAM_0001610  | 2            | ISIC_0031166, ISIC_0028693
HAM_0001609  | 2            | ISIC_0027766, ISIC_0030809
HAM_0001605  | 2            | ISIC_0024422, ISIC_0028881
HAM_0001601  | 2            | ISIC_0025915, ISIC_0031029
HAM_0001562  | 2            | ISIC_0027713, ISIC_0029789
HAM_0001600  | 2            | ISIC_0024675, ISIC_0025891
HAM_0001598  | 2            | ISIC_0030910, ISIC_0029238
HAM_0001597  | 2            | ISIC_0026265, ISIC_0024426
HAM_0001596  | 2            | ISIC_0027071, ISIC_0029780
HAM_0001575  | 2            | ISIC_0031407, ISIC_0028652
HAM_0001573  | 2            | ISIC_0024799, ISIC_0028542
HAM_0001570  | 2            | ISIC_0032872, ISIC_0033178
HAM_0001567  | 2            | ISIC_0027398, ISIC_0032407
